"filename", "language", "TypeScript", "JSON with Comments", "JSON", "YAML", "Prisma", "JavaScript", "SQL", "TypeScript React", "XML", "comment", "blank", "total"
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\prisma\schema.prisma", "Prisma", 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 19, 186
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\controllers\Auth.controller.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 44
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\controllers\Chat.controller.ts", "TypeScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 96
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\controllers\Laundry.controller.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\controllers\Notification.controller.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 53
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\controllers\Reservation.controller.ts", "TypeScript", 238, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36, 282
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\controllers\Student.controller.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 50
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\controllers\WashingMachine.controller.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 100
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\interfaces\index.interface.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\middleware\Auth.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 52
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\routes\routes.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\utils\ConvertKeys.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\utils\ConvertTypes.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\utils\Notifications.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 87
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\src\utils\mqttServer.ts", "TypeScript", 95, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 114
"c:\Emil\Proiecte\JavaScript\ReactNative\smart-washing-machine\server\tsconfig.json", "JSON with Comments", 0, 12, 0, 0, 0, 0, 0, 0, 0, 83, 9, 104
"Total", "-", -41, 12, 4931, 1, 167, 1062, 173, -3220, -13, 194, -271, 2995
